WKT
"POLYGON ((-73.745 40.958630235847103,-73.74466666651125 40.959207586385482,-73.743999999533756 40.959207586385482,-73.743666666045002 40.958630235847103,-73.743999999533756 40.958052885308717,-73.74466666651125 40.958052885308717,-73.745 40.958630235847103))"
"POLYGON ((-73.745 40.95978493692386,-73.74466666651125 40.960362287462239,-73.743999999533756 40.960362287462239,-73.743666666045002 40.95978493692386,-73.743999999533756 40.959207586385482,-73.74466666651125 40.959207586385482,-73.745 40.95978493692386))"
"POLYGON ((-73.745 40.960939638000617,-73.74466666651125 40.961516988539003,-73.743999999533756 40.961516988539003,-73.743666666045002 40.960939638000617,-73.743999999533756 40.960362287462239,-73.74466666651125 40.960362287462239,-73.745 40.960939638000617))"
"POLYGON ((-73.745 40.962094339077382,-73.74466666651125 40.96267168961576,-73.743999999533756 40.96267168961576,-73.743666666045002 40.962094339077382,-73.743999999533756 40.961516988539003,-73.74466666651125 40.961516988539003,-73.745 40.962094339077382))"
"POLYGON ((-73.745 40.963249040154139,-73.74466666651125 40.963826390692518,-73.743999999533756 40.963826390692518,-73.743666666045002 40.963249040154139,-73.743999999533756 40.96267168961576,-73.74466666651125 40.96267168961576,-73.745 40.963249040154139))"
"POLYGON ((-73.745 40.964403741230903,-73.74466666651125 40.964981091769282,-73.743999999533756 40.964981091769282,-73.743666666045002 40.964403741230903,-73.743999999533756 40.963826390692518,-73.74466666651125 40.963826390692518,-73.745 40.964403741230903))"
"POLYGON ((-73.745 40.96555844230766,-73.74466666651125 40.966135792846039,-73.743999999533756 40.966135792846039,-73.743666666045002 40.96555844230766,-73.743999999533756 40.964981091769282,-73.74466666651125 40.964981091769282,-73.745 40.96555844230766))"
"POLYGON ((-73.745 40.966713143384418,-73.74466666651125 40.967290493922803,-73.743999999533756 40.967290493922803,-73.743666666045002 40.966713143384418,-73.743999999533756 40.966135792846039,-73.74466666651125 40.966135792846039,-73.745 40.966713143384418))"
"POLYGON ((-73.745 40.967867844461182,-73.74466666651125 40.96844519499956,-73.743999999533756 40.96844519499956,-73.743666666045002 40.967867844461182,-73.743999999533756 40.967290493922803,-73.74466666651125 40.967290493922803,-73.745 40.967867844461182))"
"POLYGON ((-73.745 40.969022545537939,-73.74466666651125 40.969599896076318,-73.743999999533756 40.969599896076318,-73.743666666045002 40.969022545537939,-73.743999999533756 40.96844519499956,-73.74466666651125 40.96844519499956,-73.745 40.969022545537939))"
"POLYGON ((-73.745 40.970177246614703,-73.74466666651125 40.970754597153082,-73.743999999533756 40.970754597153082,-73.743666666045002 40.970177246614703,-73.743999999533756 40.969599896076318,-73.74466666651125 40.969599896076318,-73.745 40.970177246614703))"
"POLYGON ((-73.745 40.971331947691461,-73.74466666651125 40.971909298229839,-73.743999999533756 40.971909298229839,-73.743666666045002 40.971331947691461,-73.743999999533756 40.970754597153082,-73.74466666651125 40.970754597153082,-73.745 40.971331947691461))"
"POLYGON ((-73.745 40.972486648768218,-73.74466666651125 40.973063999306603,-73.743999999533756 40.973063999306603,-73.743666666045002 40.972486648768218,-73.743999999533756 40.971909298229839,-73.74466666651125 40.971909298229839,-73.745 40.972486648768218))"
"POLYGON ((-73.745 40.973641349844982,-73.74466666651125 40.974218700383361,-73.743999999533756 40.974218700383361,-73.743666666045002 40.973641349844982,-73.743999999533756 40.973063999306603,-73.74466666651125 40.973063999306603,-73.745 40.973641349844982))"
"POLYGON ((-73.745 40.974796050921739,-73.74466666651125 40.975373401460118,-73.743999999533756 40.975373401460118,-73.743666666045002 40.974796050921739,-73.743999999533756 40.974218700383361,-73.74466666651125 40.974218700383361,-73.745 40.974796050921739))"
"POLYGON ((-73.745 40.975950751998504,-73.74466666651125 40.976528102536882,-73.743999999533756 40.976528102536882,-73.743666666045002 40.975950751998504,-73.743999999533756 40.975373401460118,-73.74466666651125 40.975373401460118,-73.745 40.975950751998504))"
"POLYGON ((-73.745 40.977105453075261,-73.74466666651125 40.977682803613639,-73.743999999533756 40.977682803613639,-73.743666666045002 40.977105453075261,-73.743999999533756 40.976528102536882,-73.74466666651125 40.976528102536882,-73.745 40.977105453075261))"
"POLYGON ((-73.745 40.978260154152018,-73.74466666651125 40.978837504690404,-73.743999999533756 40.978837504690404,-73.743666666045002 40.978260154152018,-73.743999999533756 40.977682803613639,-73.74466666651125 40.977682803613639,-73.745 40.978260154152018))"
"POLYGON ((-73.745 40.979414855228782,-73.74466666651125 40.979992205767161,-73.743999999533756 40.979992205767161,-73.743666666045002 40.979414855228782,-73.743999999533756 40.978837504690404,-73.74466666651125 40.978837504690404,-73.745 40.979414855228782))"
"POLYGON ((-73.745 40.980569556305539,-73.74466666651125 40.981146906843918,-73.743999999533756 40.981146906843918,-73.743666666045002 40.980569556305539,-73.743999999533756 40.979992205767161,-73.74466666651125 40.979992205767161,-73.745 40.980569556305539))"
"POLYGON ((-73.745 40.981724257382304,-73.74466666651125 40.982301607920682,-73.743999999533756 40.982301607920682,-73.743666666045002 40.981724257382304,-73.743999999533756 40.981146906843918,-73.74466666651125 40.981146906843918,-73.745 40.981724257382304))"
"POLYGON ((-73.745 40.982878958459061,-73.74466666651125 40.98345630899744,-73.743999999533756 40.98345630899744,-73.743666666045002 40.982878958459061,-73.743999999533756 40.982301607920682,-73.74466666651125 40.982301607920682,-73.745 40.982878958459061))"
"POLYGON ((-73.745 40.984033659535818,-73.74466666651125 40.984611010074204,-73.743999999533756 40.984611010074204,-73.743666666045002 40.984033659535818,-73.743999999533756 40.98345630899744,-73.74466666651125 40.98345630899744,-73.745 40.984033659535818))"
"POLYGON ((-73.745 40.985188360612582,-73.74466666651125 40.985765711150961,-73.743999999533756 40.985765711150961,-73.743666666045002 40.985188360612582,-73.743999999533756 40.984611010074204,-73.74466666651125 40.984611010074204,-73.745 40.985188360612582))"
"POLYGON ((-73.745 40.98634306168934,-73.74466666651125 40.986920412227718,-73.743999999533756 40.986920412227718,-73.743666666045002 40.98634306168934,-73.743999999533756 40.985765711150961,-73.74466666651125 40.985765711150961,-73.745 40.98634306168934))"
"POLYGON ((-73.745 40.987497762766104,-73.74466666651125 40.988075113304482,-73.743999999533756 40.988075113304482,-73.743666666045002 40.987497762766104,-73.743999999533756 40.986920412227718,-73.74466666651125 40.986920412227718,-73.745 40.987497762766104))"
"POLYGON ((-73.745 40.988652463842861,-73.74466666651125 40.98922981438124,-73.743999999533756 40.98922981438124,-73.743666666045002 40.988652463842861,-73.743999999533756 40.988075113304482,-73.74466666651125 40.988075113304482,-73.745 40.988652463842861))"
"POLYGON ((-73.745 40.989807164919618,-73.74466666651125 40.990384515458004,-73.743999999533756 40.990384515458004,-73.743666666045002 40.989807164919618,-73.743999999533756 40.98922981438124,-73.74466666651125 40.98922981438124,-73.745 40.989807164919618))"
"POLYGON ((-73.745 40.990961865996383,-73.74466666651125 40.991539216534761,-73.743999999533756 40.991539216534761,-73.743666666045002 40.990961865996383,-73.743999999533756 40.990384515458004,-73.74466666651125 40.990384515458004,-73.745 40.990961865996383))"
"POLYGON ((-73.745 40.99211656707314,-73.74466666651125 40.992693917611518,-73.743999999533756 40.992693917611518,-73.743666666045002 40.99211656707314,-73.743999999533756 40.991539216534761,-73.74466666651125 40.991539216534761,-73.745 40.99211656707314))"
"POLYGON ((-73.745 40.993271268149904,-73.74466666651125 40.993848618688283,-73.743999999533756 40.993848618688283,-73.743666666045002 40.993271268149904,-73.743999999533756 40.992693917611518,-73.74466666651125 40.992693917611518,-73.745 40.993271268149904))"
"POLYGON ((-73.745 40.994425969226661,-73.74466666651125 40.99500331976504,-73.743999999533756 40.99500331976504,-73.743666666045002 40.994425969226661,-73.743999999533756 40.993848618688283,-73.74466666651125 40.993848618688283,-73.745 40.994425969226661))"
"POLYGON ((-73.745 40.995580670303418,-73.74466666651125 40.996158020841797,-73.743999999533756 40.996158020841797,-73.743666666045002 40.995580670303418,-73.743999999533756 40.99500331976504,-73.74466666651125 40.99500331976504,-73.745 40.995580670303418))"
"POLYGON ((-73.745 40.996735371380183,-73.74466666651125 40.997312721918561,-73.743999999533756 40.997312721918561,-73.743666666045002 40.996735371380183,-73.743999999533756 40.996158020841797,-73.74466666651125 40.996158020841797,-73.745 40.996735371380183))"
"POLYGON ((-73.745 40.99789007245694,-73.74466666651125 40.998467422995319,-73.743999999533756 40.998467422995319,-73.743666666045002 40.99789007245694,-73.743999999533756 40.997312721918561,-73.74466666651125 40.997312721918561,-73.745 40.99789007245694))"
"POLYGON ((-73.745 40.999044773533697,-73.74466666651125 40.999622124072083,-73.743999999533756 40.999622124072083,-73.743666666045002 40.999044773533697,-73.743999999533756 40.998467422995319,-73.74466666651125 40.998467422995319,-73.745 40.999044773533697))"
"POLYGON ((-73.745 41.000199474610461,-73.74466666651125 41.00077682514884,-73.743999999533756 41.00077682514884,-73.743666666045002 41.000199474610461,-73.743999999533756 40.999622124072083,-73.74466666651125 40.999622124072083,-73.745 41.000199474610461))"
"POLYGON ((-73.745 41.001354175687219,-73.74466666651125 41.001931526225597,-73.743999999533756 41.001931526225597,-73.743666666045002 41.001354175687219,-73.743999999533756 41.00077682514884,-73.74466666651125 41.00077682514884,-73.745 41.001354175687219))"
"POLYGON ((-73.745 41.002508876763983,-73.74466666651125 41.003086227302362,-73.743999999533756 41.003086227302362,-73.743666666045002 41.002508876763983,-73.743999999533756 41.001931526225597,-73.74466666651125 41.001931526225597,-73.745 41.002508876763983))"
"POLYGON ((-73.745 41.00366357784074,-73.74466666651125 41.004240928379119,-73.743999999533756 41.004240928379119,-73.743666666045002 41.00366357784074,-73.743999999533756 41.003086227302362,-73.74466666651125 41.003086227302362,-73.745 41.00366357784074))"
"POLYGON ((-73.745 41.004818278917497,-73.74466666651125 41.005395629455883,-73.743999999533756 41.005395629455883,-73.743666666045002 41.004818278917497,-73.743999999533756 41.004240928379119,-73.74466666651125 41.004240928379119,-73.745 41.004818278917497))"
"POLYGON ((-73.745 41.005972979994262,-73.74466666651125 41.00655033053264,-73.743999999533756 41.00655033053264,-73.743666666045002 41.005972979994262,-73.743999999533756 41.005395629455883,-73.74466666651125 41.005395629455883,-73.745 41.005972979994262))"
"POLYGON ((-73.745 41.007127681071019,-73.74466666651125 41.007705031609397,-73.743999999533756 41.007705031609397,-73.743666666045002 41.007127681071019,-73.743999999533756 41.00655033053264,-73.74466666651125 41.00655033053264,-73.745 41.007127681071019))"
"POLYGON ((-73.745 41.008282382147783,-73.74466666651125 41.008859732686162,-73.743999999533756 41.008859732686162,-73.743666666045002 41.008282382147783,-73.743999999533756 41.007705031609397,-73.74466666651125 41.007705031609397,-73.745 41.008282382147783))"
"POLYGON ((-73.745 41.00943708322454,-73.74466666651125 41.010014433762919,-73.743999999533756 41.010014433762919,-73.743666666045002 41.00943708322454,-73.743999999533756 41.008859732686162,-73.74466666651125 41.008859732686162,-73.745 41.00943708322454))"
"POLYGON ((-73.745 41.010591784301297,-73.74466666651125 41.011169134839683,-73.743999999533756 41.011169134839683,-73.743666666045002 41.010591784301297,-73.743999999533756 41.010014433762919,-73.74466666651125 41.010014433762919,-73.745 41.010591784301297))"
"POLYGON ((-73.745 41.011746485378062,-73.74466666651125 41.01232383591644,-73.743999999533756 41.01232383591644,-73.743666666045002 41.011746485378062,-73.743999999533756 41.011169134839683,-73.74466666651125 41.011169134839683,-73.745 41.011746485378062))"
"POLYGON ((-73.745 41.012901186454819,-73.74466666651125 41.013478536993198,-73.743999999533756 41.013478536993198,-73.743666666045002 41.012901186454819,-73.743999999533756 41.01232383591644,-73.74466666651125 41.01232383591644,-73.745 41.012901186454819))"
"POLYGON ((-73.745 41.014055887531583,-73.74466666651125 41.014633238069962,-73.743999999533756 41.014633238069962,-73.743666666045002 41.014055887531583,-73.743999999533756 41.013478536993198,-73.74466666651125 41.013478536993198,-73.745 41.014055887531583))"
"POLYGON ((-73.745 41.01521058860834,-73.74466666651125 41.015787939146719,-73.743999999533756 41.015787939146719,-73.743666666045002 41.01521058860834,-73.743999999533756 41.014633238069962,-73.74466666651125 41.014633238069962,-73.745 41.01521058860834))"
"POLYGON ((-73.745 41.016365289685098,-73.74466666651125 41.016942640223483,-73.743999999533756 41.016942640223483,-73.743666666045002 41.016365289685098,-73.743999999533756 41.015787939146719,-73.74466666651125 41.015787939146719,-73.745 41.016365289685098))"
"POLYGON ((-73.745 41.017519990761862,-73.74466666651125 41.018097341300241,-73.743999999533756 41.018097341300241,-73.743666666045002 41.017519990761862,-73.743999999533756 41.016942640223483,-73.74466666651125 41.016942640223483,-73.745 41.017519990761862))"
"POLYGON ((-73.745 41.018674691838619,-73.74466666651125 41.019252042376998,-73.743999999533756 41.019252042376998,-73.743666666045002 41.018674691838619,-73.743999999533756 41.018097341300241,-73.74466666651125 41.018097341300241,-73.745 41.018674691838619))"
"POLYGON ((-73.745 41.019829392915383,-73.74466666651125 41.020406743453762,-73.743999999533756 41.020406743453762,-73.743666666045002 41.019829392915383,-73.743999999533756 41.019252042376998,-73.74466666651125 41.019252042376998,-73.745 41.019829392915383))"
"POLYGON ((-73.745 41.020984093992141,-73.74466666651125 41.021561444530519,-73.743999999533756 41.021561444530519,-73.743666666045002 41.020984093992141,-73.743999999533756 41.020406743453762,-73.74466666651125 41.020406743453762,-73.745 41.020984093992141))"
"POLYGON ((-73.745 41.022138795068898,-73.74466666651125 41.022716145607284,-73.743999999533756 41.022716145607284,-73.743666666045002 41.022138795068898,-73.743999999533756 41.021561444530519,-73.74466666651125 41.021561444530519,-73.745 41.022138795068898))"
"POLYGON ((-73.745 41.023293496145662,-73.74466666651125 41.023870846684041,-73.743999999533756 41.023870846684041,-73.743666666045002 41.023293496145662,-73.743999999533756 41.022716145607284,-73.74466666651125 41.022716145607284,-73.745 41.023293496145662))"
"POLYGON ((-73.745 41.024448197222419,-73.74466666651125 41.025025547760798,-73.743999999533756 41.025025547760798,-73.743666666045002 41.024448197222419,-73.743999999533756 41.023870846684041,-73.74466666651125 41.023870846684041,-73.745 41.024448197222419))"
"POLYGON ((-73.745 41.025602898299184,-73.74466666651125 41.026180248837562,-73.743999999533756 41.026180248837562,-73.743666666045002 41.025602898299184,-73.743999999533756 41.025025547760798,-73.74466666651125 41.025025547760798,-73.745 41.025602898299184))"
